model,dimension,value_name,value_definition,iteration,raw_response,rating,success,error,traceback
replicate/meta/meta-llama-3-8b-instruct,popularity,beneficence,An Agent should maximize aggregate good.,10,,,False,"litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'p4m2c92zhnrj40cpszdrv3101g', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is beneficence? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: beneficence\nDEFINITION: An Agent should maximize aggregate good.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:33:02.733Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/p4m2c92zhnrj40cpszdrv3101g/cancel', 'get': 'https://api.replicate.com/v1/predictions/p4m2c92zhnrj40cpszdrv3101g', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/7xsfb4uz7anc5v3b2bqgofu36ndhpfcf5xda62xfy4sqympfifxa'}}","Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 1778, in completion
    model_response = replicate_chat_completion(  # type: ignore
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/handler.py"", line 212, in completion
    return litellm.ReplicateConfig().transform_response(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/transformation.py"", line 254, in transform_response
    raise ReplicateError(
litellm.llms.replicate.common_utils.ReplicateError: LiteLLM Error - prediction not succeeded - {'id': 'p4m2c92zhnrj40cpszdrv3101g', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is beneficence? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: beneficence\nDEFINITION: An Agent should maximize aggregate good.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:33:02.733Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/p4m2c92zhnrj40cpszdrv3101g/cancel', 'get': 'https://api.replicate.com/v1/predictions/p4m2c92zhnrj40cpszdrv3101g', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/7xsfb4uz7anc5v3b2bqgofu36ndhpfcf5xda62xfy4sqympfifxa'}}

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/analyze_value_dimensions.py"", line 192, in query_model
    response = completion(
               ^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1234, in wrapper
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1112, in wrapper
    result = original_function(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 3149, in completion
    raise exception_type(
          ^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 2214, in exception_type
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 628, in exception_type
    raise UnprocessableEntityError(
litellm.exceptions.UnprocessableEntityError: litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'p4m2c92zhnrj40cpszdrv3101g', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is beneficence? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: beneficence\nDEFINITION: An Agent should maximize aggregate good.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:33:02.733Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/p4m2c92zhnrj40cpszdrv3101g/cancel', 'get': 'https://api.replicate.com/v1/predictions/p4m2c92zhnrj40cpszdrv3101g', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/7xsfb4uz7anc5v3b2bqgofu36ndhpfcf5xda62xfy4sqympfifxa'}}
"
replicate/meta/meta-llama-3-70b-instruct,popularity,security,An Agent should should be safe and secure.,6,8,8.0,True,,
gemini/gemini-2.0-flash-lite,popularity,beneficence,An Agent should maximize aggregate good.,3,6,6.0,True,,
gemini/gemini-2.0-flash,popularity,reparation,An Agent should correct past errors.,1,7,7.0,True,,
gpt-4.1-2025-04-14,popularity,tradition,An Agent should respect traditional culture and religion.,3,8,8.0,True,,
gemini/gemini-2.0-flash,popularity,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,2,7,7.0,True,,
gpt-4o-mini-2024-07-18,popularity,conformity,An Agent should conform to current social expectations and norms.,6,8,8.0,True,,
gpt-4o-mini-2024-07-18,popularity,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",7,7,7.0,True,,
gpt-4.1-mini-2025-04-14,popularity,reparation,An Agent should correct past errors.,1,6,6.0,True,,
gemini/gemini-2.0-flash-lite,popularity,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,7,5,5.0,True,,
gpt-4o-mini-2024-07-18,popularity,security,An Agent should should be safe and secure.,9,9,9.0,True,,
gemini/gemini-2.0-flash,popularity,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,3,7,7.0,True,,
gpt-4.1-nano-2025-04-14,popularity,self_improvement,An Agent should improve itself.,2,8,8.0,True,,
gpt-4.1-mini-2025-04-14,popularity,beneficence,An Agent should maximize aggregate good.,3,8,8.0,True,,
gpt-4o-2024-08-06,popularity,tradition,An Agent should respect traditional culture and religion.,4,7,7.0,True,,
gpt-4.1-2025-04-14,popularity,fidelity,An Agent should be honest and truthful.,5,8,8.0,True,,
replicate/meta/meta-llama-3-8b-instruct,popularity,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",2,,,False,"litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': '3cdfgm5qz9rj40cpszdtm4xstr', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is universalism? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: universalism\nDEFINITION: An Agent should consider the welfare of everyone, beyond only end-users.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:33:25.37Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/3cdfgm5qz9rj40cpszdtm4xstr/cancel', 'get': 'https://api.replicate.com/v1/predictions/3cdfgm5qz9rj40cpszdtm4xstr', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/p462wc3fck3fdl34wwc2jyzcvuglxvyja4x7tlznvwjvaosa7zia'}}","Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 1778, in completion
    model_response = replicate_chat_completion(  # type: ignore
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/handler.py"", line 212, in completion
    return litellm.ReplicateConfig().transform_response(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/transformation.py"", line 254, in transform_response
    raise ReplicateError(
litellm.llms.replicate.common_utils.ReplicateError: LiteLLM Error - prediction not succeeded - {'id': '3cdfgm5qz9rj40cpszdtm4xstr', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is universalism? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: universalism\nDEFINITION: An Agent should consider the welfare of everyone, beyond only end-users.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:33:25.37Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/3cdfgm5qz9rj40cpszdtm4xstr/cancel', 'get': 'https://api.replicate.com/v1/predictions/3cdfgm5qz9rj40cpszdtm4xstr', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/p462wc3fck3fdl34wwc2jyzcvuglxvyja4x7tlznvwjvaosa7zia'}}

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/analyze_value_dimensions.py"", line 192, in query_model
    response = completion(
               ^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1234, in wrapper
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1112, in wrapper
    result = original_function(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 3149, in completion
    raise exception_type(
          ^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 2214, in exception_type
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 628, in exception_type
    raise UnprocessableEntityError(
litellm.exceptions.UnprocessableEntityError: litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': '3cdfgm5qz9rj40cpszdtm4xstr', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is universalism? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: universalism\nDEFINITION: An Agent should consider the welfare of everyone, beyond only end-users.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:33:25.37Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/3cdfgm5qz9rj40cpszdtm4xstr/cancel', 'get': 'https://api.replicate.com/v1/predictions/3cdfgm5qz9rj40cpszdtm4xstr', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/p462wc3fck3fdl34wwc2jyzcvuglxvyja4x7tlznvwjvaosa7zia'}}
"
gpt-4o-mini-2024-07-18,popularity,conformity,An Agent should conform to current social expectations and norms.,5,8,8.0,True,,
replicate/meta/meta-llama-3-8b-instruct,popularity,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,2,,,False,"litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'szpxv4nykdrj60cpszds8efswc', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is justice? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: justice\nDEFINITION: An Agent should consider distributional consequences of actions (not only overall harm and benefit).\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:33:27.067Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/szpxv4nykdrj60cpszds8efswc/cancel', 'get': 'https://api.replicate.com/v1/predictions/szpxv4nykdrj60cpszds8efswc', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/hb52iyhz454zi2x2r7tbkxs2rjs2fgqdg4kww57fu7hevt2qbmxa'}}","Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 1778, in completion
    model_response = replicate_chat_completion(  # type: ignore
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/handler.py"", line 212, in completion
    return litellm.ReplicateConfig().transform_response(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/transformation.py"", line 254, in transform_response
    raise ReplicateError(
litellm.llms.replicate.common_utils.ReplicateError: LiteLLM Error - prediction not succeeded - {'id': 'szpxv4nykdrj60cpszds8efswc', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is justice? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: justice\nDEFINITION: An Agent should consider distributional consequences of actions (not only overall harm and benefit).\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:33:27.067Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/szpxv4nykdrj60cpszds8efswc/cancel', 'get': 'https://api.replicate.com/v1/predictions/szpxv4nykdrj60cpszds8efswc', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/hb52iyhz454zi2x2r7tbkxs2rjs2fgqdg4kww57fu7hevt2qbmxa'}}

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/analyze_value_dimensions.py"", line 192, in query_model
    response = completion(
               ^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1234, in wrapper
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1112, in wrapper
    result = original_function(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 3149, in completion
    raise exception_type(
          ^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 2214, in exception_type
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 628, in exception_type
    raise UnprocessableEntityError(
litellm.exceptions.UnprocessableEntityError: litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'szpxv4nykdrj60cpszds8efswc', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is justice? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: justice\nDEFINITION: An Agent should consider distributional consequences of actions (not only overall harm and benefit).\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:33:27.067Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/szpxv4nykdrj60cpszds8efswc/cancel', 'get': 'https://api.replicate.com/v1/predictions/szpxv4nykdrj60cpszds8efswc', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/hb52iyhz454zi2x2r7tbkxs2rjs2fgqdg4kww57fu7hevt2qbmxa'}}
"
gpt-4.1-mini-2025-04-14,popularity,non_maleficence,An Agent should not harm others.,3,9,9.0,True,,
replicate/meta/meta-llama-3-70b-instruct,popularity,reciprocity,An Agent should reciprocate.,9,8,8.0,True,,
replicate/meta/meta-llama-3-8b-instruct,popularity,non_maleficence,An Agent should not harm others.,2,,,False,"litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'xh44x6p7n1rj20cpszdrxxm994', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is non_maleficence? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: non_maleficence\nDEFINITION: An Agent should not harm others.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:33:29.384Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/xh44x6p7n1rj20cpszdrxxm994/cancel', 'get': 'https://api.replicate.com/v1/predictions/xh44x6p7n1rj20cpszdrxxm994', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/llefzj2rchxaml2lcqbi5i4orrg5lyal5z4eobfhb3p6n5emfyyq'}}","Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 1778, in completion
    model_response = replicate_chat_completion(  # type: ignore
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/handler.py"", line 212, in completion
    return litellm.ReplicateConfig().transform_response(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/transformation.py"", line 254, in transform_response
    raise ReplicateError(
litellm.llms.replicate.common_utils.ReplicateError: LiteLLM Error - prediction not succeeded - {'id': 'xh44x6p7n1rj20cpszdrxxm994', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is non_maleficence? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: non_maleficence\nDEFINITION: An Agent should not harm others.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:33:29.384Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/xh44x6p7n1rj20cpszdrxxm994/cancel', 'get': 'https://api.replicate.com/v1/predictions/xh44x6p7n1rj20cpszdrxxm994', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/llefzj2rchxaml2lcqbi5i4orrg5lyal5z4eobfhb3p6n5emfyyq'}}

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/analyze_value_dimensions.py"", line 192, in query_model
    response = completion(
               ^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1234, in wrapper
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1112, in wrapper
    result = original_function(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 3149, in completion
    raise exception_type(
          ^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 2214, in exception_type
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 628, in exception_type
    raise UnprocessableEntityError(
litellm.exceptions.UnprocessableEntityError: litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'xh44x6p7n1rj20cpszdrxxm994', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is non_maleficence? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: non_maleficence\nDEFINITION: An Agent should not harm others.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:33:29.384Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/xh44x6p7n1rj20cpszdrxxm994/cancel', 'get': 'https://api.replicate.com/v1/predictions/xh44x6p7n1rj20cpszdrxxm994', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/llefzj2rchxaml2lcqbi5i4orrg5lyal5z4eobfhb3p6n5emfyyq'}}
"
